date,name,value
2013-3-30,TypeScript,863
2013-3-30,ActionScript,769
2013-3-30,Groovy,666
2013-3-30,Jupyter Notebook,607
2013-3-30,OCaml,516
2013-3-30,TeX,480
2013-3-30,Common Lisp,473
2013-3-30,PowerShell,418
2013-3-30,Haxe,410
2013-3-30,ApacheConf,369
2013-3-30,Makefile,352
2013-3-30,F#,326
2013-3-30,R,300
2013-3-30,Puppet,299
2013-3-30,Assembly,266
2013-3-30,Dart,264
2013-3-30,Matlab,255
2013-3-30,Rust,247
2013-3-30,Objective-J,229
2013-3-30,Swift,223
2013-3-30,XSLT,193
2013-3-30,Scheme,176
2013-3-30,D,129
2013-3-30,Julia,129
2013-3-30,LiveScript,126
2013-3-30,AppleScript,117
2013-6-30,JavaScript,219265
2013-6-30,Ruby,102633
2013-6-30,Python,75521
2013-6-30,Objective-C,67716
2013-6-30,Java,44529
2013-6-30,PHP,39863
2013-6-30,HTML,31165
2013-6-30,C,27119
2013-6-30,C++,19741
2013-6-30,CSS,18035
2013-6-30,Go,13565
2013-6-30,Shell,12503
2013-6-30,CoffeeScript,10546
2013-6-30,C#,8351
2013-6-30,VimL,6120
2013-6-30,Scala,5856
2013-6-30,Haskell,3191
2013-6-30,Clojure,3020
2013-6-30,Erlang,2740
2013-6-30,TypeScript,2724
2013-6-30,Jupyter Notebook,2486
2013-6-30,Emacs Lisp,1790
2013-6-30,Perl,1661
2013-6-30,Lua,1356
2013-6-30,Swift,1134
2013-6-30,Common Lisp,1058
2013-6-30,Groovy,904
2013-6-30,Assembly,894
2013-6-30,ActionScript,786
2013-6-30,Haxe,675
2013-6-30,OCaml,597
2013-6-30,F#,570
2013-6-30,Vala,554
2013-6-30,Dart,499
2013-6-30,Objective-C++,496
2013-6-30,Matlab,445
2013-6-30,PowerShell,440
2013-6-30,Puppet,414
2013-6-30,Makefile,354
2013-6-30,ApacheConf,342
2013-6-30,Cuda,305
2013-6-30,Rust,232
2013-6-30,Scheme,222
2013-6-30,R,204
2013-6-30,TeX,201
2013-6-30,wisp,196
2013-6-30,XSLT,163
2013-6-30,Yacc,151
2013-6-30,Julia,150
2013-6-30,LiveScript,149
2013-6-30,Objective-J,148
2013-6-30,VHDL,131
2013-6-30,AppleScript,128
2013-6-30,D,127
2013-6-30,Elixir,113
2013-6-30,Eagle,112
2013-9-30,JavaScript,278039
2013-9-30,Ruby,103283
2013-9-30,Python,89361
2013-9-30,Objective-C,75149
2013-9-30,PHP,50150
2013-9-30,Java,45985
2013-9-30,C,38215
2013-9-30,CSS,32202
2013-9-30,HTML,29058
2013-9-30,Go,24675
2013-9-30,C++,22458
2013-9-30,Shell,16694
2013-9-30,CoffeeScript,13058
2013-9-30,C#,10485
2013-9-30,Scala,8461
2013-9-30,VimL,6871
2013-9-30,Haskell,3962
2013-9-30,Clojure,3927
2013-9-30,Erlang,3771
2013-9-30,Perl,3571
2013-9-30,Vala,2348
2013-9-30,TypeScript,1906
2013-9-30,Emacs Lisp,1840
2013-9-30,Lua,1655
2013-9-30,Nginx,1407
2013-9-30,Jupyter Notebook,1264
2013-9-30,Scheme,1091
2013-9-30,Groovy,1012
2013-9-30,ActionScript,936
2013-9-30,OCaml,858
2013-9-30,Common Lisp,753
2013-9-30,Haxe,697
2013-9-30,Rust,662
2013-9-30,Puppet,571
2013-9-30,PowerShell,568
2013-9-30,Swift,556
2013-9-30,Objective-C++,541
2013-9-30,Assembly,533
2013-9-30,TeX,482
2013-9-30,Makefile,450
2013-9-30,Dart,445
2013-9-30,Elixir,410
2013-9-30,Matlab,377
2013-9-30,ApacheConf,361
2013-9-30,Julia,315
2013-9-30,LiveScript,293
2013-9-30,F#,290
2013-9-30,R,265
2013-9-30,XSLT,263
2013-9-30,D,208
2013-9-30,Arduino,181
2013-9-30,PLpgSQL,171
2013-9-30,KiCad,159
2013-9-30,Objective-J,144
2013-9-30,Pascal,134
2013-9-30,Perl6,117
2013-9-30,Prolog,115
2013-9-30,Processing,101
2013-12-30,JavaScript,315487
2013-12-30,Objective-C,107917
2013-12-30,Ruby,103190
2013-12-30,Python,102029
2013-12-30,Java,63821
2013-12-30,PHP,54322
2013-12-30,C,45553
2013-12-30,CSS,40209
2013-12-30,HTML,35742
2013-12-30,Go,34306
2013-12-30,C++,32250
2013-12-30,Shell,19239
2013-12-30,CoffeeScript,18458
2013-12-30,Scala,14851
2013-12-30,C#,13717
2013-12-30,VimL,5677
2013-12-30,TypeScript,5459
2013-12-30,Haskell,4776
2013-12-30,Clojure,4549
2013-12-30,Erlang,2950
2013-12-30,Swift,2697
2013-12-30,Lua,2637
2013-12-30,Emacs Lisp,2591
2013-12-30,Perl,2574
2013-12-30,Nginx,2012
2013-12-30,Groovy,1283
2013-12-30,PowerShell,1005
2013-12-30,Dart,960
2013-12-30,ApacheConf,916
2013-12-30,OCaml,914
2013-12-30,Vala,874
2013-12-30,Jupyter Notebook,828
2013-12-30,ActionScript,811
2013-12-30,Common Lisp,764
2013-12-30,Rust,726
2013-12-30,Puppet,689
2013-12-30,Haxe,662
2013-12-30,F#,656
2013-12-30,LiveScript,636
2013-12-30,Objective-C++,598
2013-12-30,Assembly,580
2013-12-30,Matlab,572
2013-12-30,Julia,468
2013-12-30,Makefile,455
2013-12-30,TeX,406
2013-12-30,Scheme,395
2013-12-30,R,363
2013-12-30,Elixir,323
2013-12-30,D,323
2013-12-30,XSLT,262
2013-12-30,Arduino,209
2013-12-30,Prolog,199
2013-12-30,Smarty,160
2013-12-30,Pascal,144
2013-12-30,Groff,129
2013-12-30,Kotlin,122
2013-12-30,Verilog,117
2013-12-30,Objective-J,111
2013-12-30,Visual Basic,109
2013-12-30,Eagle,107
2013-12-30,AppleScript,100
2014-3-30,JavaScript,390658
2014-3-30,Objective-C,134034
2014-3-30,Python,130381
2014-3-30,Ruby,122440
2014-3-30,Java,83283
2014-3-30,PHP,69068
2014-3-30,CSS,58902
2014-3-30,HTML,54859
2014-3-30,C,51782
2014-3-30,Go,46607
2014-3-30,C++,42085
2014-3-30,CoffeeScript,25057
2014-3-30,Shell,22788
2014-3-30,C#,16403
2014-3-30,Scala,12172
2014-3-30,Clojure,12165
2014-3-30,VimL,7403
2014-3-30,Haskell,5237
2014-3-30,TypeScript,5066
2014-3-30,Erlang,4111
2014-3-30,Perl,3445
2014-3-30,Lua,3140
2014-3-30,Emacs Lisp,2564
2014-3-30,Swift,2350
2014-3-30,Groovy,1862
2014-3-30,Makefile,1494
2014-3-30,Assembly,1338
2014-3-30,Rust,1248
2014-3-30,Dart,1211
2014-3-30,Jupyter Notebook,1191
2014-3-30,OCaml,1141
2014-3-30,Haxe,1063
2014-3-30,Common Lisp,1051
2014-3-30,Elixir,861
2014-3-30,ActionScript,843
2014-3-30,PowerShell,828
2014-3-30,TeX,790
2014-3-30,F#,789
2014-3-30,Objective-C++,708
2014-3-30,Julia,707
2014-3-30,Matlab,704
2014-3-30,Puppet,680
2014-3-30,Vala,663
2014-3-30,LiveScript,649
2014-3-30,ApacheConf,568
2014-3-30,R,520
2014-3-30,Scheme,489
2014-3-30,Arduino,415
2014-3-30,D,368
2014-3-30,XSLT,320
2014-3-30,Nginx,274
2014-3-30,KiCad,226
2014-3-30,Eagle,213
2014-3-30,PLpgSQL,204
2014-3-30,Kotlin,169
2014-3-30,Processing,160
2014-3-30,Pascal,150
2014-3-30,Liquid,140
2014-3-30,Racket,140
2014-3-30,Apex,139
2014-3-30,Visual Basic,138
2014-3-30,Groff,136
2014-3-30,AppleScript,126
2014-3-30,CMake,122
2014-3-30,Hack,121
2014-3-30,Objective-J,120
2014-3-30,FORTRAN,116
2014-3-30,Verilog,109
2014-3-30,Idris,107
2014-3-30,wisp,106
2014-3-30,OpenSCAD,104
2014-3-30,Red,102
2014-3-30,ColdFusion,101
2014-3-30,POV-Ray SDL,100
2014-6-30,JavaScript,440844
2014-6-30,Objective-C,139245
2014-6-30,Python,132622
2014-6-30,Ruby,130646
2014-6-30,Java,97999
2014-6-30,PHP,69028
2014-6-30,Go,63824
2014-6-30,HTML,57558
2014-6-30,CSS,55899
2014-6-30,C,51184
2014-6-30,C++,42825
2014-6-30,CoffeeScript,25215
2014-6-30,Shell,24176
2014-6-30,C#,19885
2014-6-30,Swift,19754
2014-6-30,Scala,11680
2014-6-30,Haskell,9207
2014-6-30,TypeScript,9035
2014-6-30,Clojure,8378
2014-6-30,Objective-C++,8052
2014-6-30,VimL,6876
2014-6-30,Erlang,3837
2014-6-30,Lua,2922
2014-6-30,Perl,2905
2014-6-30,Emacs Lisp,2778
2014-6-30,Rust,2737
2014-6-30,Groovy,2258
2014-6-30,Jupyter Notebook,1524
2014-6-30,ActionScript,1406
2014-6-30,Makefile,1338
2014-6-30,OCaml,1252
2014-6-30,TeX,1201
2014-6-30,Haxe,1099
2014-6-30,PowerShell,1013
2014-6-30,F#,996
2014-6-30,Dart,925
2014-6-30,Elixir,888
2014-6-30,R,885
2014-6-30,Common Lisp,823
2014-6-30,Assembly,781
2014-6-30,PigLatin,749
2014-6-30,Julia,741
2014-6-30,Matlab,735
2014-6-30,Puppet,707
2014-6-30,Vala,646
2014-6-30,ApacheConf,613
2014-6-30,D,539
2014-6-30,LiveScript,385
2014-6-30,Scheme,374
2014-6-30,XML,345
2014-6-30,Kotlin,316
2014-6-30,Nemerle,296
2014-6-30,Nginx,285
2014-6-30,XSLT,281
2014-6-30,Arduino,255
2014-6-30,KiCad,202
2014-6-30,Idris,194
2014-6-30,Pascal,188
2014-6-30,PLpgSQL,186
2014-6-30,Processing,180
2014-6-30,Apex,178
2014-6-30,Eagle,176
2014-6-30,Racket,175
2014-6-30,AppleScript,169
2014-6-30,Elm,154
2014-6-30,Smarty,140
2014-6-30,FORTRAN,136
2014-6-30,Visual Basic,124
2014-6-30,NSIS,124
2014-6-30,CMake,119
2014-6-30,Liquid,117
2014-6-30,Groff,108
2014-6-30,Objective-J,107
2014-6-30,AutoHotkey,106
2014-6-30,POV-Ray SDL,101
2014-6-30,OpenSCAD,101
2014-9-30,JavaScript,479837
2014-9-30,Python,153781
2014-9-30,Objective-C,133152
2014-9-30,Ruby,132156
2014-9-30,Java,127240
2014-9-30,Go,79639
2014-9-30,PHP,78278
2014-9-30,HTML,66664
2014-9-30,C,62185
2014-9-30,CSS,50407
2014-9-30,C++,47357
2014-9-30,Shell,37082
2014-9-30,Swift,32504
2014-9-30,CoffeeScript,24013
2014-9-30,C#,23733
2014-9-30,TypeScript,13603
2014-9-30,Scala,12740
2014-9-30,Clojure,9066
2014-9-30,Haskell,8076
2014-9-30,VimL,7136
2014-9-30,Rust,4459
2014-9-30,Lua,3927
2014-9-30,Erlang,3631
2014-9-30,Perl,3300
2014-9-30,Emacs Lisp,3204
2014-9-30,Jupyter Notebook,2577
2014-9-30,Groovy,2540
2014-9-30,Makefile,1985
2014-9-30,Dart,1908
2014-9-30,OCaml,1823
2014-9-30,Elixir,1736
2014-9-30,Objective-C++,1499
2014-9-30,TeX,1446
2014-9-30,PowerShell,1382
2014-9-30,Haxe,1373
2014-9-30,R,1305
2014-9-30,Assembly,1298
2014-9-30,Common Lisp,1298
2014-9-30,Julia,1193
2014-9-30,ActionScript,1061
2014-9-30,F#,962
2014-9-30,Matlab,775
2014-9-30,Vala,752
2014-9-30,Puppet,677
2014-9-30,ApacheConf,649
2014-9-30,D,524
2014-9-30,Scheme,425
2014-9-30,Arduino,423
2014-9-30,Kotlin,360
2014-9-30,Cuda,333
2014-9-30,XSLT,325
2014-9-30,Nginx,322
2014-9-30,LiveScript,311
2014-9-30,Pascal,296
2014-9-30,KiCad,289
2014-9-30,Protocol Buffer,287
2014-9-30,Elm,279
2014-9-30,VHDL,247
2014-9-30,Processing,238
2014-9-30,Eagle,210
2014-9-30,Racket,203
2014-9-30,PLpgSQL,196
2014-9-30,PureScript,195
2014-9-30,Apex,186
2014-9-30,Visual Basic,162
2014-9-30,Idris,152
2014-9-30,AutoHotkey,146
2014-9-30,AppleScript,138
2014-9-30,FORTRAN,137
2014-9-30,XML,132
2014-9-30,Inno Setup,130
2014-9-30,QML,129
2014-9-30,CMake,126
2014-9-30,Logos,115
2014-9-30,Groff,104
2014-9-30,Tcl,104
2014-9-30,OpenSCAD,102
2014-9-30,Cucumber,102
2014-12-30,JavaScript,558595
2014-12-30,Python,163258
2014-12-30,Java,161691
2014-12-30,Objective-C,132670
2014-12-30,Ruby,120126
2014-12-30,PHP,90343
2014-12-30,Go,88192
2014-12-30,C,77650
2014-12-30,CSS,65455
2014-12-30,C++,59974
2014-12-30,HTML,56729
2014-12-30,Swift,38426
2014-12-30,Shell,37855
2014-12-30,C#,29936
2014-12-30,CoffeeScript,23650
2014-12-30,Scala,13435
2014-12-30,Clojure,10355
2014-12-30,TypeScript,9563
2014-12-30,Rust,8994
2014-12-30,VimL,8666
2014-12-30,Haskell,7242
2014-12-30,OCaml,4888
2014-12-30,Lua,4536
2014-12-30,Erlang,4125
2014-12-30,Emacs Lisp,3876
2014-12-30,Perl,3445
2014-12-30,Groovy,2791
2014-12-30,Makefile,2321
2014-12-30,Elixir,1977
2014-12-30,Jupyter Notebook,1779
2014-12-30,Haxe,1687
2014-12-30,Objective-C++,1641
2014-12-30,Julia,1481
2014-12-30,TeX,1460
2014-12-30,Dart,1373
2014-12-30,PowerShell,1351
2014-12-30,R,1333
2014-12-30,F#,1146
2014-12-30,Common Lisp,1136
2014-12-30,Matlab,1003
2014-12-30,ApacheConf,903
2014-12-30,ActionScript,898
2014-12-30,Arduino,803
2014-12-30,Kotlin,746
2014-12-30,Assembly,658
2014-12-30,Vala,652
2014-12-30,Puppet,604
2014-12-30,Scheme,533
2014-12-30,D,487
2014-12-30,XSLT,449
2014-12-30,Nginx,440
2014-12-30,IDL,383
2014-12-30,Eagle,350
2014-12-30,Elm,313
2014-12-30,LiveScript,304
2014-12-30,PureScript,298
2014-12-30,Standard ML,279
2014-12-30,Pascal,240
2014-12-30,Racket,231
2014-12-30,Processing,231
2014-12-30,PLpgSQL,216
2014-12-30,Visual Basic,216
2014-12-30,AppleScript,209
2014-12-30,KiCad,207
2014-12-30,Apex,203
2014-12-30,Cuda,179
2014-12-30,FORTRAN,175
2014-12-30,AutoHotkey,153
2014-12-30,QML,151
2014-12-30,Inno Setup,144
2014-12-30,Protocol Buffer,142
2014-12-30,Groff,140
2014-12-30,OpenEdge ABL,125
2014-12-30,CMake,125
2014-12-30,Verilog,124
2014-12-30,GCC Machine Description,121
2014-12-30,XML,120
2014-12-30,Hack,117
2014-12-30,Tcl,116
2014-12-30,POV-Ray SDL,107
2014-12-30,Logos,106
2014-12-30,Cucumber,106
2014-12-30,wisp,105
2014-12-30,OpenSCAD,104
2014-12-30,Prolog,104
2015-3-30,JavaScript,673116
2015-3-30,Java,225827
2015-3-30,Python,204806
2015-3-30,Objective-C,161002
2015-3-30,Ruby,141317
2015-3-30,Go,126478
2015-3-30,PHP,113406
2015-3-30,C,92882
2015-3-30,C++,74287
2015-3-30,CSS,66394
2015-3-30,HTML,63827
2015-3-30,Swift,63268
2015-3-30,Shell,49658
2015-3-30,C#,46796
2015-3-30,CoffeeScript,30927
2015-3-30,Scala,20024
2015-3-30,Haskell,13312
2015-3-30,TypeScript,12503
2015-3-30,Clojure,11801
2015-3-30,Rust,10421
2015-3-30,VimL,10005
2015-3-30,Lua,6487
2015-3-30,Erlang,4498
2015-3-30,Emacs Lisp,4369
2015-3-30,Perl,4076
2015-3-30,Jupyter Notebook,3997
2015-3-30,Groovy,3905
2015-3-30,Objective-C++,3352
2015-3-30,R,3059
2015-3-30,Makefile,2866
2015-3-30,OCaml,2507
2015-3-30,Elixir,2071
2015-3-30,Common Lisp,1925
2015-3-30,PowerShell,1829
2015-3-30,TeX,1497
2015-3-30,Julia,1444
2015-3-30,F#,1432
2015-3-30,ApacheConf,1382
2015-3-30,Dart,1368
2015-3-30,Kotlin,1238
2015-3-30,Matlab,1182
2015-3-30,Haxe,1161
2015-3-30,ActionScript,982
2015-3-30,Vala,948
2015-3-30,Arduino,936
2015-3-30,Puppet,841
2015-3-30,Assembly,807
2015-3-30,Scheme,605
2015-3-30,GLSL,597
2015-3-30,D,573
2015-3-30,Nginx,537
2015-3-30,Pascal,506
2015-3-30,Eagle,469
2015-3-30,Nimrod,464
2015-3-30,QML,420
2015-3-30,XSLT,362
2015-3-30,LiveScript,339
2015-3-30,KiCad,334
2015-3-30,Visual Basic,333
2015-3-30,PLpgSQL,332
2015-3-30,Elm,321
2015-3-30,Cuda,294
2015-3-30,Groff,291
2015-3-30,PureScript,273
2015-3-30,FORTRAN,270
2015-3-30,Processing,265
2015-3-30,GCC Machine Description,263
2015-3-30,CMake,249
2015-3-30,Coq,239
2015-3-30,Hack,238
2015-3-30,Racket,220
2015-3-30,IDL,214
2015-3-30,Apex,204
2015-3-30,AppleScript,200
2015-3-30,Logos,194
2015-3-30,Inno Setup,191
2015-3-30,OpenSCAD,186
2015-3-30,XML,183
2015-3-30,AutoHotkey,175
2015-3-30,Web Ontology Language,161
2015-3-30,Batchfile,160
2015-3-30,Perl6,156
2015-3-30,Protocol Buffer,154
2015-3-30,Bison,144
2015-3-30,Tcl,142
2015-3-30,POV-Ray SDL,138
2015-3-30,Verilog,134
2015-3-30,Cucumber,128
2015-3-30,Awk,127
2015-3-30,ColdFusion,120
2015-3-30,Smarty,118
2015-3-30,Forth,106
2015-3-30,Idris,105
2015-3-30,Smalltalk,103
2015-3-30,Handlebars,102
2015-3-30,Prolog,101
2015-3-30,NSIS,100
2015-3-30,Standard ML,100
2015-6-30,JavaScript,716585
2015-6-30,Java,270871
2015-6-30,Python,233227
2015-6-30,Objective-C,186927
2015-6-30,Go,135076
2015-6-30,Ruby,132646
2015-6-30,PHP,114566
2015-6-30,C,96810
2015-6-30,Swift,90169
2015-6-30,C++,90164
2015-6-30,HTML,76392
2015-6-30,CSS,64214
2015-6-30,Shell,51759
2015-6-30,C#,45718
2015-6-30,CoffeeScript,29393
2015-6-30,Scala,18917
2015-6-30,TypeScript,16143
2015-6-30,Haskell,13544
2015-6-30,Rust,12806
2015-6-30,Clojure,12584
2015-6-30,Lua,12184
2015-6-30,VimL,10366
2015-6-30,OCaml,6455
2015-6-30,Erlang,5612
2015-6-30,Groovy,4876
2015-6-30,Emacs Lisp,4370
2015-6-30,Perl,4136
2015-6-30,Elixir,3741
2015-6-30,Jupyter Notebook,3416
2015-6-30,Makefile,2849
2015-6-30,Kotlin,2768
2015-6-30,Objective-C++,2496
2015-6-30,TeX,2213
2015-6-30,R,2150
2015-6-30,PowerShell,2062
2015-6-30,Julia,1857
2015-6-30,ApacheConf,1809
2015-6-30,Haxe,1696
2015-6-30,Groff,1637
2015-6-30,Dart,1534
2015-6-30,Matlab,1476
2015-6-30,Assembly,1358
2015-6-30,F#,1226
2015-6-30,Common Lisp,1097
2015-6-30,ActionScript,998
2015-6-30,Vala,904
2015-6-30,Arduino,801
2015-6-30,Nimrod,775
2015-6-30,Puppet,732
2015-6-30,QML,699
2015-6-30,Pascal,648
2015-6-30,Nginx,646
2015-6-30,Eagle,593
2015-6-30,Cuda,591
2015-6-30,PureScript,535
2015-6-30,PLpgSQL,531
2015-6-30,D,507
2015-6-30,Scheme,503
2015-6-30,XSLT,484
2015-6-30,HCL,414
2015-6-30,Elm,406
2015-6-30,Crystal,385
2015-6-30,LiveScript,371
2015-6-30,Batchfile,364
2015-6-30,Visual Basic,360
2015-6-30,GLSL,353
2015-6-30,FORTRAN,340
2015-6-30,CMake,338
2015-6-30,KiCad,311
2015-6-30,Processing,308
2015-6-30,AutoHotkey,293
2015-6-30,Racket,290
2015-6-30,IDL,284
2015-6-30,Smarty,260
2015-6-30,Tcl,238
2015-6-30,Apex,231
2015-6-30,Inno Setup,230
2015-6-30,FreeMarker,228
2015-6-30,Ragel in Ruby Host,204
2015-6-30,AppleScript,184
2015-6-30,POV-Ray SDL,179
2015-6-30,Verilog,177
2015-6-30,Cucumber,172
2015-6-30,OpenSCAD,165
2015-6-30,AutoIt,164
2015-6-30,Awk,153
2015-6-30,Prolog,150
2015-6-30,XML,149
2015-6-30,Hack,147
2015-6-30,Protocol Buffer,147
2015-6-30,VHDL,146
2015-6-30,Standard ML,137
2015-6-30,PLSQL,136
2015-6-30,Handlebars,134
2015-6-30,Web Ontology Language,133
2015-6-30,Coq,131
2015-6-30,GCC Machine Description,116
2015-6-30,NSIS,116
2015-6-30,Logos,113
2015-6-30,GDScript,107
2015-6-30,Nix,105
2015-6-30,SQF,104
2015-6-30,Perl6,103
2015-9-30,JavaScript,769996
2015-9-30,Java,311645
2015-9-30,Python,264938
2015-9-30,Objective-C,197204
2015-9-30,Go,145737
2015-9-30,Ruby,130571
2015-9-30,PHP,117109
2015-9-30,Swift,114330
2015-9-30,C,105483
2015-9-30,C++,96648
2015-9-30,HTML,93275
2015-9-30,CSS,66040
2015-9-30,Shell,62967
2015-9-30,C#,51457
2015-9-30,CoffeeScript,26849
2015-9-30,Scala,22199
2015-9-30,TypeScript,21032
2015-9-30,Haskell,14740
2015-9-30,Clojure,13961
2015-9-30,Rust,13258
2015-9-30,Lua,13078
2015-9-30,VimL,11100
2015-9-30,Objective-C++,6812
2015-9-30,Jupyter Notebook,5685
2015-9-30,ApacheConf,5528
2015-9-30,Erlang,5503
2015-9-30,Elixir,5204
2015-9-30,Emacs Lisp,4961
2015-9-30,Groovy,4676
2015-9-30,Perl,4473
2015-9-30,PowerShell,3637
2015-9-30,OCaml,3567
2015-9-30,Makefile,3033
2015-9-30,R,2286
2015-9-30,TeX,2184
2015-9-30,Julia,2114
2015-9-30,Kotlin,1606
2015-9-30,AppleScript,1582
2015-9-30,Matlab,1466
2015-9-30,F#,1409
2015-9-30,Common Lisp,1368
2015-9-30,Haxe,1281
2015-9-30,Assembly,1196
2015-9-30,Dart,1035
2015-9-30,QML,935
2015-9-30,ActionScript,923
2015-9-30,Arduino,906
2015-9-30,LiveScript,751
2015-9-30,Nginx,747
2015-9-30,Scheme,734
2015-9-30,Pascal,696
2015-9-30,Puppet,679
2015-9-30,Elm,674
2015-9-30,Vala,609
2015-9-30,D,591
2015-9-30,PLpgSQL,588
2015-9-30,Crystal,537
2015-9-30,Eagle,533
2015-9-30,CMake,491
2015-9-30,Visual Basic,488
2015-9-30,Groff,465
2015-9-30,PureScript,447
2015-9-30,XSLT,447
2015-9-30,Batchfile,400
2015-9-30,Hack,396
2015-9-30,KiCad,387
2015-9-30,IDL,358
2015-9-30,FORTRAN,346
2015-9-30,SuperCollider,331
2015-9-30,GLSL,329
2015-9-30,Racket,328
2015-9-30,Nimrod,325
2015-9-30,Coq,324
2015-9-30,Verilog,320
2015-9-30,Cuda,317
2015-9-30,Protocol Buffer,294
2015-9-30,COBOL,290
2015-9-30,Thrift,286
2015-9-30,Processing,276
2015-9-30,OpenSCAD,247
2015-9-30,AutoHotkey,243
2015-9-30,Apex,240
2015-9-30,Standard ML,211
2015-9-30,Tcl,200
2015-9-30,VHDL,197
2015-9-30,HCL,195
2015-9-30,PLSQL,191
2015-9-30,Cucumber,187
2015-9-30,Perl6,177
2015-9-30,Web Ontology Language,168
2015-9-30,Logos,164
2015-9-30,Smarty,159
2015-9-30,POV-Ray SDL,155
2015-9-30,GCC Machine Description,152
2015-9-30,Awk,150
2015-9-30,XML,148
2015-9-30,GDScript,148
2015-9-30,SourcePawn,144
2015-9-30,ColdFusion,132
2015-9-30,Mathematica,125
2015-9-30,NSIS,124
