date,name,group,value
2012-01-01,Varna,Bulgaria,334763
2011-01-01,Burgas,Bulgaria,200271
2011-01-01,Burgas,Bulgaria,199873
2011-01-01,Pleven,Bulgaria,106954
2011-01-01,Pleven,Bulgaria,106387
2011-01-01,Plovdiv,Bulgaria,338153
2011-01-01,Plovdiv,Bulgaria,338123
2011-01-01,Ruse,Bulgaria,149642
2011-01-01,Ruse,Bulgaria,149442
2011-01-01,SOFIA,Bulgaria,1202761
2011-01-01,SOFIA,Bulgaria,1205509
2011-01-01,Stara Zagora,Bulgaria,138272
2011-01-01,Stara Zagora,Bulgaria,137872
2011-01-01,Varna,Bulgaria,334870
2011-01-01,Varna,Bulgaria,334634
2010-01-01,Burgas,Bulgaria,193665
2010-01-01,Pleven,Bulgaria,110973
2010-01-01,Plovdiv,Bulgaria,348038
2010-01-01,Ruse,Bulgaria,156164
2010-01-01,SOFIA,Bulgaria,1170009
2010-01-01,Stara Zagora,Bulgaria,140103
2010-01-01,Varna,Bulgaria,321265
2009-01-01,Burgas,Bulgaria,191313
2009-01-01,Pleven,Bulgaria,111899
2009-01-01,Plovdiv,Bulgaria,348033
2009-01-01,Ruse,Bulgaria,156734
2009-01-01,SOFIA,Bulgaria,1164201
2009-01-01,Stara Zagora,Bulgaria,140583
2009-01-01,Varna,Bulgaria,319575
2008-01-01,Burgas,Bulgaria,188188
2008-01-01,Pleven,Bulgaria,112471
2008-01-01,Plovdiv,Bulgaria,346425
2008-01-01,Ruse,Bulgaria,156860
2008-01-01,SOFIA,Bulgaria,1159847
2008-01-01,Stara Zagora,Bulgaria,140507
2008-01-01,Varna,Bulgaria,316148
2007-01-01,Burgas,Bulgaria,188201
2007-01-01,Pleven,Bulgaria,112976
2007-01-01,Plovdiv,Bulgaria,344456
2007-01-01,Ruse,Bulgaria,157144
2007-01-01,SOFIA,Bulgaria,1155403
2007-01-01,Stara Zagora,Bulgaria,140950
2007-01-01,Varna,Bulgaria,312724
2006-01-01,Burgas,Bulgaria,189066
2006-01-01,Pleven,Bulgaria,113541
2006-01-01,Plovdiv,Bulgaria,342767.5
2006-01-01,Ruse,Bulgaria,157533
2006-01-01,SOFIA,Bulgaria,1151219.5
2006-01-01,Stara Zagora,Bulgaria,141538.5
2006-01-01,Varna,Bulgaria,311630.5
2005-01-01,Burgas,Bulgaria,189387
2005-01-01,Pleven,Bulgaria,114527
2005-01-01,Plovdiv,Bulgaria,341668.5
2005-01-01,Ruse,Bulgaria,157870.5
2005-01-01,SOFIA,Bulgaria,1143689.5
2005-01-01,Stara Zagora,Bulgaria,141484.5
2005-01-01,Varna,Bulgaria,311911
2003-01-01,Burgas,Bulgaria,191537
2003-01-01,Burgas,Bulgaria,193603
2003-01-01,Pleven,Bulgaria,118186
2003-01-01,Pleven,Bulgaria,122888
2003-01-01,Plovdiv,Bulgaria,340398
2003-01-01,Plovdiv,Bulgaria,340398
2003-01-01,Ruse,Bulgaria,159441
2003-01-01,Ruse,Bulgaria,159441
2003-01-01,SOFIA,Bulgaria,1120649
2003-01-01,SOFIA,Bulgaria,1145963
2003-01-01,Stara Zagora,Bulgaria,142797
2003-01-01,Stara Zagora,Bulgaria,142797
2003-01-01,Varna,Bulgaria,312778
2003-01-01,Varna,Bulgaria,312778
2006-01-01,Banfora,Burkina Faso,75917
2006-01-01,Banfora,Burkina Faso,109824
2006-01-01,Bobo Dioulasso,Burkina Faso,489967
2006-01-01,Bobo Dioulasso,Burkina Faso,554042
2006-01-01,Dédougou,Burkina Faso,38862
2006-01-01,Dédougou,Burkina Faso,86965
2006-01-01,Dori,Burkina Faso,21078
2006-01-01,Dori,Burkina Faso,106808
2006-01-01,Fada N'gourma,Burkina Faso,41785
2006-01-01,Fada N'gourma,Burkina Faso,124577
2006-01-01,Gorom-Gorom,Burkina Faso,8882
2006-01-01,Gorom-Gorom,Burkina Faso,106346
2006-01-01,Kaya,Burkina Faso,54365
2006-01-01,Kaya,Burkina Faso,117122
2006-01-01,Koudougou,Burkina Faso,88184
2006-01-01,Koudougou,Burkina Faso,138209
2006-01-01,OUAGADOUGOU,Burkina Faso,1475223
2006-01-01,OUAGADOUGOU,Burkina Faso,1475223
2006-01-01,Ouahigouya,Burkina Faso,73153
2006-01-01,Ouahigouya,Burkina Faso,125030
2006-01-01,Pouytenga,Burkina Faso,60618
2006-01-01,Pouytenga,Burkina Faso,75250
2006-01-01,Solenzo,Burkina Faso,16850
2006-01-01,Solenzo,Burkina Faso,121819
2006-01-01,Tenkodogo,Burkina Faso,44491
2006-01-01,Tenkodogo,Burkina Faso,124985
1996-01-01,Bobo Dioulasso,Burkina Faso,309771
1996-01-01,OUAGADOUGOU,Burkina Faso,709736
1996-01-01,OUAGADOUGOU,Burkina Faso,750398
2008-01-01,BUJUMBURA,Burundi,497169
1990-01-01,BUJUMBURA,Burundi,235440
1990-01-01,PRAIA,Cabo Verde,61644
2005-01-01,Bafoussam,Cameroon,239287
2005-01-01,Bamenda,Cameroon,269530
2005-01-01,Bertoua,Cameroon,88462
2005-01-01,Douala,Cameroon,1907479
2005-01-01,Edéa,Cameroon,66581
2005-01-01,Garoua,Cameroon,235996
2005-01-01,Kousséri,Cameroon,89123
2005-01-01,Kumba,Cameroon,144268
2005-01-01,Maroua,Cameroon,201371
2005-01-01,Ngaoundéré,Cameroon,152698
2005-01-01,Nkongsamba,Cameroon,104050
2005-01-01,YAOUNDE,Cameroon,1817524
1987-01-01,Bafoussam,Cameroon,112681
1987-01-01,Bamenda,Cameroon,110142
1987-01-01,Douala,Cameroon,809852
1987-01-01,Garoua,Cameroon,141839
1987-01-01,Kumba,Cameroon,70112
1987-01-01,Maroua,Cameroon,123296
1987-01-01,Ngaoundéré,Cameroon,78062
1987-01-01,Nkongsamba,Cameroon,85420
1987-01-01,YAOUNDE,Cameroon,649252
1976-01-01,Bafoussam,Cameroon,62239
1976-01-01,Bamenda,Cameroon,48111
1976-01-01,Douala,Cameroon,458426
1976-01-01,Garoua,Cameroon,63900
1976-01-01,Kumba,Cameroon,44175
1976-01-01,Maroua,Cameroon,67187
1976-01-01,Ngaoundéré,Cameroon,38840
1976-01-01,Nkongsamba,Cameroon,70464
1976-01-01,YAOUNDE,Cameroon,313706
2011-01-01,Brampton,Canada,523910
2011-01-01,Burlington,Canada,175780
2011-01-01,Burnaby,Canada,223220
2011-01-01,Calgary,Canada,1096835
2011-01-01,Calgary,Canada,1214835
2011-01-01,Edmonton,Canada,812200
2011-01-01,Edmonton,Canada,1159875
2011-01-01,Gatineau,Canada,265350
2011-01-01,Greater Sudbury / Grand Sudbury,Canada,160275
2011-01-01,Greater Sudbury / Grand Sudbury,Canada,160770
2011-01-01,Halifax,Canada,390095
2011-01-01,Halifax,Canada,390325
2011-01-01,Hamilton,Canada,519950
2011-01-01,Hamilton,Canada,721050
2011-01-01,Kitchener-Cambridge-Waterloo,Canada,219150
2011-01-01,Kitchener-Cambridge-Waterloo,Canada,477160
2011-01-01,Laval,Canada,401550
2011-01-01,London,Canada,366150
2011-01-01,London,Canada,474785
2011-01-01,Longueuil,Canada,231410
2011-01-01,Markham,Canada,301710
2011-01-01,Mississauga,Canada,713445
2011-01-01,Montréal,Canada,1649520
2011-01-01,Montréal,Canada,3824220
2011-01-01,Oakville,Canada,182520
2011-01-01,OTTAWA,Canada,883395
2011-01-01,Ottawa - Gatineau,Canada,1236320
2011-01-01,Québec,Canada,516625
2011-01-01,Québec,Canada,765705
2011-01-01,Regina,Canada,193100
2011-01-01,Regina,Canada,210560
2011-01-01,Richmond,Canada,190470
2011-01-01,Richmond Hill,Canada,185540
2011-01-01,Saskatoon,Canada,222190
2011-01-01,Saskatoon,Canada,260600
2011-01-01,Sherbrooke,Canada,154600
2011-01-01,Sherbrooke,Canada,201890
2011-01-01,Surrey,Canada,468250
2011-01-01,Toronto,Canada,2615060
2011-01-01,Toronto,Canada,5583065
2011-01-01,Vancouver,Canada,603500
2011-01-01,Vancouver,Canada,2313330
2011-01-01,Vaughan,Canada,288300
2011-01-01,Windsor,Canada,210890
2011-01-01,Windsor,Canada,319245
2011-01-01,Winnipeg,Canada,663615
2011-01-01,Winnipeg,Canada,730020
2010-01-01,Abbotsford-Mission,Canada,174300
2010-01-01,Barrie,Canada,190872
2010-01-01,Brantford,Canada,139124
2010-01-01,Calgary,Canada,1242624
2010-01-01,Edmonton,Canada,1176307
2010-01-01,Greater Sudbury / Grand Sudbury,Canada,164680
2010-01-01,Guelph,Canada,138158
2010-01-01,Halifax,Canada,403188
2010-01-01,Hamilton,Canada,740238
2010-01-01,Kelowna,Canada,178854
2010-01-01,Kingston,Canada,162543
2010-01-01,Kitchener-Cambridge-Waterloo,Canada,492390
2010-01-01,London,Canada,492249
2010-01-01,Moncton,Canada,137346
2010-01-01,Montréal,Canada,3859318
2010-01-01,Oshawa,Canada,364193
2010-01-01,Ottawa - Gatineau,Canada,1239140
2010-01-01,Peterborough,Canada,121054
2010-01-01,Québec,Canada,754358
2010-01-01,Regina,Canada,215138
2010-01-01,Saguenay,Canada,152150
2010-01-01,Saint John,Canada,127973
2010-01-01,Saskatoon,Canada,265259
2010-01-01,Sherbrooke,Canada,197299
2010-01-01,St Catharines-Niagara,Canada,404357
2010-01-01,St. John's,Canada,192326
2010-01-01,Thunder Bay,Canada,126683
2010-01-01,Toronto,Canada,5741419
2010-01-01,Trois-Rivières,Canada,146516
2010-01-01,Vancouver,Canada,2391252
2010-01-01,Victoria,Canada,358054
2010-01-01,Windsor,Canada,330856
2010-01-01,Winnipeg,Canada,753555
2009-01-01,Abbotsford-Mission,Canada,173692
2009-01-01,Barrie,Canada,190400
2009-01-01,Brantford,Canada,137663
2009-01-01,Calgary,Canada,1230248
2009-01-01,Edmonton,Canada,1155383
2009-01-01,Greater Sudbury / Grand Sudbury,Canada,165322
2009-01-01,Guelph,Canada,135863
2009-01-01,Halifax,Canada,398037
2009-01-01,Hamilton,Canada,739415
2009-01-01,Kelowna,Canada,178446
2009-01-01,Kingston,Canada,160723
2009-01-01,Kitchener-Cambridge-Waterloo,Canada,489054
2009-01-01,London,Canada,489274
2009-01-01,Moncton,Canada,133880
2009-01-01,Montréal,Canada,3814738
2009-01-01,Oshawa,Canada,361375
2009-01-01,Ottawa - Gatineau,Canada,1220674
2009-01-01,Peterborough,Canada,121428
2009-01-01,Québec,Canada,746252
2009-01-01,Regina,Canada,210006
2009-01-01,Saguenay,Canada,151715
2009-01-01,Saint John,Canada,126594
2009-01-01,Saskatoon,Canada,257298
2009-01-01,Sherbrooke,Canada,194555
2009-01-01,St Catharines-Niagara,Canada,404378
2009-01-01,St. John's,Canada,187596
2009-01-01,Thunder Bay,Canada,124816
2009-01-01,Toronto,Canada,5623450
2009-01-01,Trois-Rivières,Canada,145103
2009-01-01,Vancouver,Canada,2328007
2009-01-01,Victoria,Canada,352421
2009-01-01,Windsor,Canada,331537
2009-01-01,Winnipeg,Canada,742408
2008-01-01,Abbotsford-Mission,Canada,170742
2008-01-01,Barrie,Canada,188157
2008-01-01,Brantford,Canada,136620
2008-01-01,Calgary,Canada,1182446
2008-01-01,Edmonton,Canada,1124163
2008-01-01,Greater Sudbury / Grand Sudbury,Canada,164818
2008-01-01,Guelph,Canada,134089
2008-01-01,Halifax,Canada,394565
2008-01-01,Hamilton,Canada,731521
2008-01-01,Kelowna,Canada,180104
2008-01-01,Kingston,Canada,158840
2008-01-01,Kitchener-Cambridge-Waterloo,Canada,482048
2008-01-01,London,Canada,485182
2008-01-01,Moncton,Canada,132160
2008-01-01,Montréal,Canada,3750540
2008-01-01,Oshawa,Canada,356555
2008-01-01,Ottawa - Gatineau,Canada,1198668
2008-01-01,Peterborough,Canada,120766
2008-01-01,Québec,Canada,738919
2008-01-01,Regina,Canada,206716
2008-01-01,Saguenay,Canada,153297
2008-01-01,Saint John,Canada,125766
2008-01-01,Saskatoon,Canada,250434
2008-01-01,Sherbrooke,Canada,191378
2008-01-01,St Catharines-Niagara,Canada,403654
2008-01-01,St. John's,Canada,185677
2008-01-01,Thunder Bay,Canada,124602
2008-01-01,Toronto,Canada,5531263
2008-01-01,Trois-Rivières,Canada,144648
2008-01-01,Vancouver,Canada,2271224
2008-01-01,Victoria,Canada,348151
2008-01-01,Windsor,Canada,333616
2008-01-01,Winnipeg,Canada,732563
2007-01-01,Abbotsford-Mission,Canada,164638
2007-01-01,Calgary,Canada,1139126
2007-01-01,Edmonton,Canada,1081275
2007-01-01,Greater Sudbury / Grand Sudbury,Canada,162653
2007-01-01,Halifax,Canada,385457
2007-01-01,Hamilton,Canada,720426
2007-01-01,Kingston,Canada,154985
2007-01-01,Kitchener-Cambridge-Waterloo,Canada,468002
2007-01-01,London,Canada,469714
2007-01-01,Montréal,Canada,3695790
2007-01-01,Oshawa,Canada,347999
2007-01-01,Ottawa - Gatineau,Canada,1168788
2007-01-01,Québec,Canada,728924
2007-01-01,Regina,Canada,201514
2007-01-01,Saguenay,Canada,151803
2007-01-01,Saint John,Canada,126382
2007-01-01,Saskatoon,Canada,241439
2007-01-01,Sherbrooke,Canada,166503
2007-01-01,St Catharines-Niagara,Canada,395839
2007-01-01,St. John's,Canada,183493
2007-01-01,Thunder Bay,Canada,124109
2007-01-01,Toronto,Canada,5509874
2007-01-01,Trois-Rivières,Canada,143846
2007-01-01,Vancouver,Canada,2285893
2007-01-01,Victoria,Canada,337411
2007-01-01,Windsor,Canada,331149
2007-01-01,Winnipeg,Canada,712671
2006-01-01,Abbotsford-Mission,Canada,123865
2006-01-01,Abbotsford-Mission,Canada,159020
2006-01-01,Abbotsford-Mission,Canada,161911
2006-01-01,Barrie,Canada,128430
2006-01-01,Barrie,Canada,177060
2006-01-01,Brampton,Canada,433805
2006-01-01,Brantford,Canada,90190
2006-01-01,Brantford,Canada,124605
2006-01-01,Burlington,Canada,164415
2006-01-01,Burnaby,Canada,202800
2006-01-01,Calgary,Canada,988195
2006-01-01,Calgary,Canada,1079310
2006-01-01,Calgary,Canada,1107242
2006-01-01,Cambridge,Canada,120375
2006-01-01,Cape Breton,Canada,102250
2006-01-01,Cape Breton,Canada,105930
2006-01-01,Chatham-Kent,Canada,108180
2006-01-01,Chatham-Kent,Canada,108590
2006-01-01,Coquitlam,Canada,114565
2006-01-01,Edmonton,Canada,730375
2006-01-01,Edmonton,Canada,1034945
2006-01-01,Edmonton,Canada,1050046
2006-01-01,Gatineau,Canada,242125
2006-01-01,Greater Sudbury / Grand Sudbury,Canada,157860
2006-01-01,Greater Sudbury / Grand Sudbury,Canada,158255
2006-01-01,Greater Sudbury / Grand Sudbury,Canada,161983
2006-01-01,Guelph,Canada,114940
2006-01-01,Guelph,Canada,127005
2006-01-01,Halifax,Canada,372680
2006-01-01,Halifax,Canada,372860
2006-01-01,Halifax,Canada,382203
2006-01-01,Hamilton,Canada,504560
2006-01-01,Hamilton,Canada,692910
2006-01-01,Hamilton,Canada,716230
2006-01-01,Kelowna,Canada,106710
2006-01-01,Kelowna,Canada,162275
2006-01-01,Kingston,Canada,117210
2006-01-01,Kingston,Canada,152360
2006-01-01,Kingston,Canada,154971
2006-01-01,Kitchener-Cambridge-Waterloo,Canada,204670
2006-01-01,Kitchener-Cambridge-Waterloo,Canada,451235
2006-01-01,Kitchener-Cambridge-Waterloo,Canada,463644
2006-01-01,Laval,Canada,368710
2006-01-01,Lévis V,Canada,130005
2006-01-01,London,Canada,352395
2006-01-01,London,Canada,457720
2006-01-01,London,Canada,465720
2006-01-01,Longueuil,Canada,229330
2006-01-01,Markham,Canada,261575
2006-01-01,Mississauga,Canada,668550
2006-01-01,Moncton,Canada,64128
2006-01-01,Moncton,Canada,126425
2006-01-01,Montréal,Canada,1620695
2006-01-01,Montréal,Canada,3635575
2006-01-01,Montréal,Canada,3666280
2006-01-01,Oakville,Canada,165610
2006-01-01,Oshawa,Canada,141590
2006-01-01,Oshawa,Canada,330590
2006-01-01,Oshawa,Canada,344374
2006-01-01,Ottawa - Gatineau,Canada,812130
2006-01-01,Ottawa - Gatineau,Canada,1130760
2006-01-01,Ottawa - Gatineau,Canada,1158314
2006-01-01,Peterborough,Canada,116570
2006-01-01,Québec,Canada,491140
2006-01-01,Québec,Canada,715515
2006-01-01,Québec,Canada,723263
2006-01-01,Regina,Canada,179245
2006-01-01,Regina,Canada,194970
2006-01-01,Regina,Canada,198316
2006-01-01,Richmond,Canada,174460
2006-01-01,Richmond Hill,Canada,162705
2006-01-01,Saanich,Canada,108265
2006-01-01,Saguenay,Canada,143690
2006-01-01,Saguenay,Canada,151640
2006-01-01,Saguenay,Canada,152132
2006-01-01,Saint John,Canada,68045
2006-01-01,Saint John,Canada,122390
2006-01-01,Saint John,Canada,125944
2006-01-01,Saskatoon,Canada,202340
2006-01-01,Saskatoon,Canada,233925
2006-01-01,Saskatoon,Canada,235464
2006-01-01,Sherbrooke,Canada,147425
2006-01-01,Sherbrooke,Canada,186950
2006-01-01,Sherbrooke,Canada,164685
2006-01-01,St Catharines-Niagara,Canada,131990
2006-01-01,St Catharines-Niagara,Canada,390320
2006-01-01,St Catharines-Niagara,Canada,396754
2006-01-01,St. John's,Canada,100645
2006-01-01,St. John's,Canada,181115
2006-01-01,St. John's,Canada,181394
2006-01-01,Surrey,Canada,394980
2006-01-01,Thunder Bay,Canada,109140
2006-01-01,Thunder Bay,Canada,122905
2006-01-01,Thunder Bay,Canada,125359
2006-01-01,Toronto,Canada,2503280
2006-01-01,Toronto,Canada,5113145
2006-01-01,Toronto,Canada,5406324
2006-01-01,Trois-Rivières,Canada,126325
2006-01-01,Trois-Rivières,Canada,141530
2006-01-01,Trois-Rivières,Canada,142614
2006-01-01,Vancouver,Canada,578040
2006-01-01,Vancouver,Canada,2116585
2006-01-01,Vancouver,Canada,2236068
2006-01-01,Vaughan,Canada,238865
2006-01-01,Victoria,Canada,78055
2006-01-01,Victoria,Canada,330090
2006-01-01,Victoria,Canada,334332
2006-01-01,Whitby,Canada,111180
2006-01-01,Windsor,Canada,216470
2006-01-01,Windsor,Canada,323345
2006-01-01,Windsor,Canada,332066
2006-01-01,Winnipeg,Canada,633450
2006-01-01,Winnipeg,Canada,694670
2006-01-01,Winnipeg,Canada,706749
2005-01-01,Abbotsford-Mission,Canada,162789
2005-01-01,Calgary,Canada,1060297
2005-01-01,Edmonton,Canada,1016007
2005-01-01,Greater Sudbury / Grand Sudbury,Canada,161081
2005-01-01,Halifax,Canada,380844
2005-01-01,Hamilton,Canada,714935
2005-01-01,Kingston,Canada,156217
2005-01-01,Kitchener-Cambridge-Waterloo,Canada,458552
2005-01-01,London,Canada,464304
2005-01-01,Montréal,Canada,3635733
2005-01-01,Oshawa,Canada,340287
2005-01-01,Ottawa - Gatineau,Canada,1148785
2005-01-01,Québec,Canada,717641
2005-01-01,Regina,Canada,199041
2005-01-01,Saguenay,Canada,152950
2005-01-01,Saint John,Canada,126708
2005-01-01,Saskatoon,Canada,235840
2005-01-01,Sherbrooke,Canada,163713
2005-01-01,St Catharines-Niagara,Canada,396933
2005-01-01,St. John's,Canada,182485
2005-01-01,Thunder Bay,Canada,126519
2005-01-01,Toronto,Canada,5304090
2005-01-01,Trois-Rivières,Canada,142201
2005-01-01,Vancouver,Canada,2208333
2005-01-01,Victoria,Canada,334670
2005-01-01,Windsor,Canada,332334
2005-01-01,Winnipeg,Canada,706854
2004-01-01,Abbotsford-Mission,Canada,160135
2004-01-01,Calgary,Canada,1037136
2004-01-01,Edmonton,Canada,1001636
2004-01-01,Greater Sudbury / Grand Sudbury,Canada,161063
2004-01-01,Halifax,Canada,379770
2004-01-01,Hamilton,Canada,710263
2004-01-01,Kingston,Canada,156499
2004-01-01,Kitchener-Cambridge-Waterloo,Canada,450072
2004-01-01,London,Canada,459697
2004-01-01,Montréal,Canada,3606652
2004-01-01,Oshawa,Canada,331998
2004-01-01,Ottawa - Gatineau,Canada,1142669
2004-01-01,Québec,Canada,710704
2004-01-01,Regina,Canada,198627
2004-01-01,Saguenay,Canada,154160
2004-01-01,Saint John,Canada,126538
2004-01-01,Saskatoon,Canada,233961
2004-01-01,Sherbrooke,Canada,162259
2004-01-01,St Catharines-Niagara,Canada,394921
2004-01-01,St. John's,Canada,179938
2004-01-01,Thunder Bay,Canada,127118
2004-01-01,Toronto,Canada,5203571
2004-01-01,Trois-Rivières,Canada,141178
2004-01-01,Vancouver,Canada,2159994
2004-01-01,Victoria,Canada,330236
2004-01-01,Windsor,Canada,330899
2004-01-01,Winnipeg,Canada,702396
2003-01-01,Abbotsford-Mission,Canada,158174
2003-01-01,Calgary,Canada,1016616
2003-01-01,Edmonton,Canada,990525
2003-01-01,Greater Sudbury / Grand Sudbury,Canada,160324
2003-01-01,Halifax,Canada,377932
2003-01-01,Hamilton,Canada,702917
2003-01-01,Kingston,Canada,155471
2003-01-01,Kitchener-Cambridge-Waterloo,Canada,444094
2003-01-01,London,Canada,457233
2003-01-01,Montréal,Canada,3574516
2003-01-01,Oshawa,Canada,319322
2003-01-01,Ottawa - Gatineau,Canada,1132181
2003-01-01,Québec,Canada,705898
2003-01-01,Regina,Canada,197016
2003-01-01,Saint John,Canada,126180
2003-01-01,Saskatoon,Canada,233939
2003-01-01,Sherbrooke,Canada,160876
2003-01-01,St Catharines-Niagara,Canada,393639
2003-01-01,St. John's,Canada,179709
2003-01-01,Thunder Bay,Canada,125488
2003-01-01,Toronto,Canada,5101610
2003-01-01,Trois-Rivières,Canada,140558
2003-01-01,Vancouver,Canada,2134286
2003-01-01,Victoria,Canada,326668
2003-01-01,Windsor,Canada,328966
2003-01-01,Winnipeg,Canada,698210
2001-01-01,Abbotsford-Mission,Canada,115460
2001-01-01,Abbotsford-Mission,Canada,147370
2001-01-01,Barrie,Canada,103710
2001-01-01,Barrie,Canada,148480
2001-01-01,Brampton,Canada,325425
2001-01-01,Burlington,Canada,150835
2001-01-01,Burnaby,Canada,193955
2001-01-01,Calgary,Canada,878865
2001-01-01,Calgary,Canada,951395
2001-01-01,Cambridge,Canada,110370
2001-01-01,Cape Breton,Canada,105965
2001-01-01,Cape Breton,Canada,109330
2001-01-01,Chatham-Kent,Canada,107340
2001-01-01,Chatham-Kent,Canada,107710
2001-01-01,Coquitlam,Canada,112890
2001-01-01,Edmonton,Canada,666105
2001-01-01,Edmonton,Canada,937840
2001-01-01,Gatineau,Canada,102895
2001-01-01,Greater Sudbury / Grand Sudbury,Canada,155220
2001-01-01,Guelph,Canada,106170
2001-01-01,Guelph,Canada,117345
2001-01-01,Halifax,Canada,359110
2001-01-01,Halifax,Canada,359185
2001-01-01,Hamilton,Canada,490270
2001-01-01,Hamilton,Canada,662405
2001-01-01,Kingston,Canada,114195
2001-01-01,Kingston,Canada,146840
2001-01-01,Kitchener-Cambridge-Waterloo,Canada,190400
2001-01-01,Kitchener-Cambridge-Waterloo,Canada,414285
2001-01-01,Laval,Canada,343005
2001-01-01,London,Canada,336540
2001-01-01,London,Canada,432455
2001-01-01,Longueuil,Canada,128015
2001-01-01,Markham,Canada,208615
2001-01-01,Mississauga,Canada,612925
2001-01-01,Montréal,Canada,1039530
2001-01-01,Montréal,Canada,3426350
2001-01-01,Oakville,Canada,144735
2001-01-01,Oshawa,Canada,139050
2001-01-01,Ottawa - Gatineau,Canada,774070
2001-01-01,Ottawa - Gatineau,Canada,1063665
2001-01-01,Québec,Canada,169080
2001-01-01,Regina,Canada,178225
2001-01-01,Richmond,Canada,164345
2001-01-01,Richmond Hill,Canada,132030
2001-01-01,Saanich,Canada,103656
2001-01-01,Saanich,Canada,311905
2001-01-01,Saskatoon,Canada,196815
2001-01-01,Saskatoon,Canada,225930
2001-01-01,St Catharines-Niagara,Canada,129170
2001-01-01,Surrey,Canada,347825
2001-01-01,Thunder Bay,Canada,109020
2001-01-01,Thunder Bay,Canada,121985
2001-01-01,Toronto,Canada,2481495
2001-01-01,Toronto,Canada,4682895
2001-01-01,Vancouver,Canada,545670
2001-01-01,Vancouver,Canada,1986965
2001-01-01,Vaughan,Canada,182020
2001-01-01,Windsor,Canada,208405
2001-01-01,Windsor,Canada,307875
2001-01-01,Winnipeg,Canada,619540
2001-01-01,Winnipeg,Canada,671275
2007-01-01,GEORGE TOWN,Cayman Islands,28836
1999-01-01,GEORGE TOWN,Cayman Islands,20626
1988-01-01,BANGUI,Central African Republic,451690
1993-01-01,N'DJAMENA,Chad,530965
2014-01-01,Alto Hospicio,Chile,107935
2014-01-01,Antofagasta,Chile,390832
2014-01-01,Arica,Chile,157568
2014-01-01,Calama,Chile,147666
2014-01-01,Chiguallante,Chile,137070
2014-01-01,Chillán,Chile,163560
2014-01-01,Concepción,Chile,223798
2014-01-01,Coronel,Chile,166929
2014-01-01,Copiapó,Chile,202749
2014-01-01,Coquimbo,Chile,106492
2014-01-01,Curicó,Chile,102029
2014-01-01,Iquique,Chile,181773
2014-01-01,La Serena,Chile,209651
2014-01-01,Los Angeles,Chile,145631
2014-01-01,Osorno,Chile,148350
2014-01-01,Puente Alto,Chile,802109
2014-01-01,Puerto Montt,Chile,220800
2014-01-01,Punta Arenas,Chile,123401
2014-01-01,Quilpué,Chile,167938
2014-01-01,Rancagua,Chile,243983
2014-01-01,San Bernardo,Chile,316094
2014-01-01,San Pedro de la Paz,Chile,101345
2014-01-01,SANTIAGO,Chile,5128041
2014-01-01,Talca,Chile,222039
2014-01-01,Talcahuano,Chile,113181
2014-01-01,Temuco,Chile,264642
2014-01-01,Valdivia,Chile,138970
2014-01-01,Valparaíso,Chile,249897
2014-01-01,Villa Alemana,Chile,140401
2014-01-01,Viña del Mar,Chile,288329
2013-01-01,Antofagasta,Chile,384914
2013-01-01,Arica,Chile,159753
2013-01-01,Calama,Chile,147492
2013-01-01,Chiguallante,Chile,132609
2013-01-01,Chillán,Chile,162812
2013-01-01,Concepción,Chile,223567
2013-01-01,Coronel,Chile,105598
2013-01-01,Copiapó,Chile,164248
2013-01-01,Coquimbo,Chile,199303
2013-01-01,Iquique,Chile,181900
2013-01-01,La Serena,Chile,205276
2013-01-01,Los Angeles,Chile,144140
2013-01-01,Osorno,Chile,148017
2013-01-01,Puente Alto,Chile,779975
2013-01-01,Puerto Montt,Chile,216776
2013-01-01,Punta Arenas,Chile,123114
2013-01-01,Quilpué,Chile,165130
2013-01-01,Rancagua,Chile,242011
2013-01-01,San Bernardo,Chile,311485
2013-01-01,SANTIAGO,Chile,5105860
2013-01-01,Talca,Chile,220651
2013-01-01,Talcahuano,Chile,120398
2013-01-01,Temuco,Chile,265101
2013-01-01,Valdivia,Chile,138697
2013-01-01,Valparaíso,Chile,251757
2013-01-01,Villa Alemana,Chile,137054
2013-01-01,Viña del Mar,Chile,289148
2012-01-01,Antofagasta,Chile,380695
2012-01-01,Arica,Chile,161972
2012-01-01,Calama,Chile,147886
2012-01-01,Chiguallante,Chile,128277
2012-01-01,Chillán,Chile,162764
2012-01-01,Concepción,Chile,224288
2012-01-01,Coronel,Chile,105065
2012-01-01,Copiapó,Chile,162183
2012-01-01,Coquimbo,Chile,196838
2012-01-01,Iquique,Chile,182049
2012-01-01,La Serena,Chile,201681
2012-01-01,Los Angeles,Chile,143251
2012-01-01,Osorno,Chile,147753
2012-01-01,Puente Alto,Chile,757692
2012-01-01,Puerto Montt,Chile,211751
2012-01-01,Punta Arenas,Chile,122850
2012-01-01,Quilpué,Chile,162320
2012-01-01,Rancagua,Chile,241364
2012-01-01,San Bernardo,Chile,307185
2012-01-01,SANTIAGO,Chile,6148754
2012-01-01,Talca,Chile,220425
2012-01-01,Talcahuano,Chile,132365
2012-01-01,Temuco,Chile,267619
2012-01-01,Valdivia,Chile,140934
2012-01-01,Valparaíso,Chile,253580
2012-01-01,Villa Alemana,Chile,133706
2012-01-01,Viña del Mar,Chile,289970
2011-01-01,Antofagasta,Chile,373786
