date,name,group,value
2013-01-01,MARIEHAMN,Åland Islands,11370
2012-01-01,MARIEHAMN,Åland Islands,11304.5
2011-01-01,MARIEHAMN,Åland Islands,11226.5
2010-01-01,MARIEHAMN,Åland Islands,11156.5
2009-01-01,MARIEHAMN,Åland Islands,11064
2008-01-01,MARIEHAMN,Åland Islands,10954
2007-01-01,MARIEHAMN,Åland Islands,10863
2000-01-01,MARIEHAMN,Åland Islands,10488
2011-01-01,Durrës,Albania,113249
2011-01-01,TIRANA,Albania,418495
2003-01-01,TIRANA,Albania,392863
1998-01-01,Annaba,Algeria,352523
1998-01-01,Batna,Algeria,246800
1998-01-01,Béchar,Algeria,134523
1998-01-01,Bejaïa,Algeria,144405
1998-01-01,Beskra,Algeria,177060
1998-01-01,Bordj Bou Arreridj,Algeria,129004
1998-01-01,Bordj el Kiffan,Algeria,103690
1998-01-01,Ech Cheliff (El Asnam),Algeria,174314
1998-01-01,El Boulaïda (Blida),Algeria,229788
1998-01-01,ALGIERS (EL DJAZAIR),Algeria,1569897
1998-01-01,El Djelfa,Algeria,158679
1998-01-01,El Eulma,Algeria,104758
1998-01-01,El Wad,Algeria,105151
1998-01-01,Ghardaïa,Algeria,127959
1998-01-01,Ghilizane,Algeria,104644
1998-01-01,Guelma,Algeria,108682
1998-01-01,Jijel,Algeria,106306
1998-01-01,Lemdiyya (Medea),Algeria,128427
1998-01-01,Mestghanem (Mostaganem),Algeria,125911
1998-01-01,M'Sila,Algeria,102151
1998-01-01,Qacentina (Constantine),Algeria,465021
1998-01-01,Saïda,Algeria,113533
1998-01-01,Sidi-bel-Abbès,Algeria,183931
1998-01-01,Skikda,Algeria,153531
1998-01-01,Souq Ahras,Algeria,114512
1998-01-01,Stif (Sétif),Algeria,214842
1998-01-01,Tbessa,Algeria,154335
1998-01-01,Tihert,Algeria,148850
1998-01-01,Tilimsen (Tlemcen),Algeria,156258
1998-01-01,Touggourt,Algeria,114183
1998-01-01,Wahran (Oran),Algeria,705335
1998-01-01,Wargla,Algeria,139381
2010-01-01,PAGO PAGO,American Samoa,3656
2000-01-01,PAGO PAGO,American Samoa,4278
2011-01-01,ANDORRA LA VELLA,Andorra,22205
2010-01-01,ANDORRA LA VELLA,Andorra,23505
2009-01-01,ANDORRA LA VELLA,Andorra,24779
2008-01-01,ANDORRA LA VELLA,Andorra,24632
2007-01-01,ANDORRA LA VELLA,Andorra,24574
2006-01-01,ANDORRA LA VELLA,Andorra,24211
2005-01-01,ANDORRA LA VELLA,Andorra,23587
2003-01-01,ANDORRA LA VELLA,Andorra,21245
2001-01-01,THE VALLEY,Anguilla,4904
1991-01-01,ST. JOHN,Antigua and Barbuda,22342
2013-01-01,Bahía Blanca-Cerri,Argentina,317325.704982449
2013-01-01,BUENOS AIRES,Argentina,13339001.6015536
2013-01-01,Catamarca,Argentina,215795.389398648
2013-01-01,Comodoro Rivadavia-Rada Tilly,Argentina,146557.365847925
2013-01-01,Concordia,Argentina,157705.748550135
2013-01-01,Córdoba,Argentina,1442000.64659388
2013-01-01,Corrientes,Argentina,373981.279268183
2013-01-01,Formosa,Argentina,253508.104025216
2013-01-01,La Plata,Argentina,764468.872784661
2013-01-01,La Rioja,Argentina,193763.58807037
2013-01-01,San Luis - El Chorrillo,Argentina,216609.517202332
2013-01-01,Mar del Plata-Batán,Argentina,633905.593145199
2013-01-01,Mendoza,Argentina,923203.297204453
2013-01-01,Neuquén-Plottier,Argentina,277609.714022646
2013-01-01,Paraná,Argentina,286659.493034397
2013-01-01,Posadas,Argentina,312162.868950168
2013-01-01,Resistencia,Argentina,406284.472613334
2013-01-01,Río Cuarto,Argentina,168400.500188638
2013-01-01,Rosario,Argentina,1284951.22445876
2013-01-01,Salta,Argentina,562807.15066998
2013-01-01,San Juan,Argentina,486313.228956941
2013-01-01,San Salvador de Jujuy-Palpalá,Argentina,322872.909734593
2013-01-01,Santa Fé,Argentina,521233.02888211
2013-01-01,Santa Rosa-Toay,Argentina,127398.589387156
2013-01-01,Santiago del Estero-La Banda,Argentina,387320.455373139
2013-01-01,Tucumán-Tafí Viejo,Argentina,836411.619309512
2013-01-01,Ushuaia-Río Grande,Argentina,130617.023030331
2012-01-01,Bahía Blanca-Cerri,Argentina,314948
2012-01-01,BUENOS AIRES,Argentina,13242375
2012-01-01,Catamarca,Argentina,212174
2012-01-01,Comodoro Rivadavia-Rada Tilly,Argentina,145475
2012-01-01,Concordia,Argentina,155905
2012-01-01,Córdoba,Argentina,1429922
2012-01-01,Corrientes,Argentina,368778
2012-01-01,Formosa,Argentina,249062
2012-01-01,La Plata,Argentina,757980
2012-01-01,La Rioja,Argentina,189845
2012-01-01,San Luis - El Chorrillo,Argentina,212154
2012-01-01,Mar del Plata-Batán,Argentina,628672
2012-01-01,Mendoza,Argentina,916220
2012-01-01,Neuquén-Plottier,Argentina,273503
2012-01-01,Paraná,Argentina,283328
2012-01-01,Posadas,Argentina,307619
2012-01-01,Rawson-Trelew-Playa Unión,Argentina,132097
2012-01-01,Resistencia,Argentina,400869
2012-01-01,Río Cuarto,Argentina,167057
2012-01-01,Rosario,Argentina,1277149
2012-01-01,Salta,Argentina,554291
2012-01-01,San Juan,Argentina,480354
2012-01-01,San Nicolás-Villa Constitución,Argentina,181730
2012-01-01,San Salvador de Jujuy-Palpalá,Argentina,318287
2012-01-01,Santa Fé,Argentina,516203
2012-01-01,Santa Rosa-Toay,Argentina,125354
2012-01-01,Santiago del Estero-La Banda,Argentina,381767
2012-01-01,Tucumán-Tafí Viejo,Argentina,828258
2012-01-01,Ushuaia-Río Grande,Argentina,127797
2010-01-01,Bahía Blanca-Cerri,Argentina,310151
2010-01-01,BUENOS AIRES,Argentina,13047383.5911513
2010-01-01,Catamarca,Argentina,204865.910814638
2010-01-01,Comodoro Rivadavia-Rada Tilly,Argentina,143291.153938137
2010-01-01,Concordia,Argentina,152271.040291904
2010-01-01,Córdoba,Argentina,1405547.38043669
2010-01-01,Corrientes,Argentina,358278.429569445
2010-01-01,Formosa,Argentina,240088.945193687
2010-01-01,La Plata,Argentina,744885.526810173
2010-01-01,La Rioja,Argentina,181938.392736754
2010-01-01,San Luis - El Chorrillo,Argentina,203161.629153992
2010-01-01,Mar del Plata-Batán,Argentina,618111.615502295
2010-01-01,Mendoza,Argentina,902127.207628422
2010-01-01,Neuquén-Plottier,Argentina,265215.661375981
2010-01-01,Paraná,Argentina,276605.320616689
2010-01-01,Posadas,Argentina,298450.237364442
2010-01-01,Rawson-Trelew-Playa Unión,Argentina,128970.652529568
2010-01-01,Resistencia,Argentina,389940.094689328
2010-01-01,Río Cuarto,Argentina,164344.459035137
2010-01-01,Rosario,Argentina,1261404.11160335
2010-01-01,Salta,Argentina,537106.522392764
2010-01-01,San Juan,Argentina,468329.572242688
2010-01-01,San Nicolás-Villa Constitución,Argentina,179757.394037044
2010-01-01,San Salvador de Jujuy-Palpalá,Argentina,309034.152094366
2010-01-01,Santa Fé,Argentina,506053.768541226
2010-01-01,Santa Rosa-Toay,Argentina,121229.365117479
2010-01-01,Santiago del Estero-La Banda,Argentina,370561.386314553
2010-01-01,Tucumán-Tafí Viejo,Argentina,811804.106587273
2010-01-01,Ushuaia-Río Grande,Argentina,122104.906599864
1991-01-01,Avellaneda,Argentina,344024
1991-01-01,Bahía Blanca-Cerri,Argentina,260096
1991-01-01,BUENOS AIRES,Argentina,2965403
1991-01-01,BUENOS AIRES,Argentina,11298030
1991-01-01,Catamarca,Argentina,109882
1991-01-01,Catamarca,Argentina,132626
1991-01-01,Comodoro Rivadavia-Rada Tilly,Argentina,124104
1991-01-01,Concordia,Argentina,116485
1991-01-01,Córdoba,Argentina,1157507
1991-01-01,Córdoba,Argentina,1208554
1991-01-01,Corrientes,Argentina,258103
1991-01-01,Formosa,Argentina,147636
1991-01-01,General San Martín,Argentina,406809
1991-01-01,La Matanza,Argentina,1120088
1991-01-01,La Plata,Argentina,521936
1991-01-01,La Plata,Argentina,642979
1991-01-01,Lanus,Argentina,468561
1991-01-01,Lomas de Zamora,Argentina,574330
1991-01-01,Mar del Plata-Batán,Argentina,512880
1991-01-01,Mendoza,Argentina,121620
1991-01-01,Mendoza,Argentina,773113
1991-01-01,Morón,Argentina,643553
1991-01-01,Neuquén-Plottier,Argentina,167296
1991-01-01,Neuquén-Plottier,Argentina,183579
1991-01-01,Paraná,Argentina,207041
1991-01-01,Paraná,Argentina,211936
1991-01-01,Posadas,Argentina,201273
1991-01-01,Posadas,Argentina,210755
1991-01-01,Quilmes,Argentina,511234
1991-01-01,Resistencia,Argentina,229212
1991-01-01,Resistencia,Argentina,292287
1991-01-01,Río Cuarto,Argentina,134355
1991-01-01,Río Cuarto,Argentina,138853
1991-01-01,Rosario,Argentina,907718
1991-01-01,Rosario,Argentina,1118905
1991-01-01,Salta,Argentina,367550
1991-01-01,Salta,Argentina,370904
1991-01-01,San Fernando,Argentina,141063
1991-01-01,San Isidro,Argentina,299023
1991-01-01,San Juan,Argentina,119423
1991-01-01,San Juan,Argentina,352691
1991-01-01,San Miguel de Tucumán,Argentina,470809
1991-01-01,San Miguel de Tucumán,Argentina,622324
1991-01-01,San Nicolás-Villa Constitución,Argentina,119302
1991-01-01,San Salvador de Jujuy-Palpalá,Argentina,178748
1991-01-01,San Salvador de Jujuy-Palpalá,Argentina,180102
1991-01-01,Santa Fé,Argentina,353063
1991-01-01,Santa Fé,Argentina,406388
1991-01-01,Santiago del Estero-La Banda,Argentina,189947
1991-01-01,Santiago del Estero-La Banda,Argentina,263471
1991-01-01,Vicente López,Argentina,289505
2011-01-01,Gyumri (Leninakan),Armenia,121976
2011-01-01,YEREVAN,Armenia,1060138
2009-01-01,Vanadzoz (Kirovakan),Armenia,104825
2009-01-01,Gyumri (Leninakan),Armenia,146355
2009-01-01,YEREVAN,Armenia,1116648
2008-01-01,Vanadzoz (Kirovakan),Armenia,104886
2008-01-01,Gyumri (Leninakan),Armenia,146704
2008-01-01,YEREVAN,Armenia,1109580
2007-01-01,Vanadzoz (Kirovakan),Armenia,105100
2007-01-01,Gyumri (Leninakan),Armenia,147350
2007-01-01,YEREVAN,Armenia,1106383
2006-01-01,Vanadzoz (Kirovakan),Armenia,105300
2006-01-01,Gyumri (Leninakan),Armenia,148000
2006-01-01,YEREVAN,Armenia,1104398
2004-01-01,Vanadzoz (Kirovakan),Armenia,105900
2004-01-01,Gyumri (Leninakan),Armenia,149200
2004-01-01,YEREVAN,Armenia,1102427
2001-01-01,Vanadzoz (Kirovakan),Armenia,107394
2001-01-01,Gyumri (Leninakan),Armenia,150917
2001-01-01,YEREVAN,Armenia,1103488
2010-01-01,ORANJESTAD,Aruba,28295
1991-01-01,ORANJESTAD,Aruba,20045
2012-01-01,Adelaide,Australia,1250795
2012-01-01,Brisbane,Australia,2099328
2012-01-01,Cairns,Australia,142124
2012-01-01,Canberra-Queanbeyan,Australia,412049
2012-01-01,Central Coast,Australia,317517
2012-01-01,Darwin,Australia,116215
2012-01-01,Geelong,Australia,179689
2012-01-01,Gold Coast-Tweed Heads,Australia,592389
2012-01-01,Greater Adelaide,Australia,1278432
2012-01-01,Greater Brisbane,Australia,2192065
2012-01-01,Greater Darwin,Australia,131938
2012-01-01,Greater Hobart,Australia,216981
2012-01-01,Greater Melbourne,Australia,4248344
2012-01-01,Greater Perth,Australia,1899999
2012-01-01,Greater Sydney,Australia,4672619
2012-01-01,Hobart,Australia,205557
2012-01-01,Melbourne,Australia,4086734
2012-01-01,Newcastle-Maitland,Australia,420850
2012-01-01,Perth,Australia,1834184
2012-01-01,Sunshine Coast,Australia,286497
2012-01-01,Sydney,Australia,4293416
2012-01-01,Toowoomba,Australia,110855
2012-01-01,Townsville,Australia,171824
2012-01-01,Wollongong,Australia,283243
2011-01-01,Adelaide,Australia,1198468
2011-01-01,Adelaide,Australia,1225235
2011-01-01,Brisbane,Australia,1977315
2011-01-01,Brisbane,Australia,2065996
2011-01-01,Cairns,Australia,139693
2011-01-01,Cairns,Australia,133911
2011-01-01,CANBERRA,Australia,356585
2011-01-01,CANBERRA,Australia,391645
2011-01-01,Canberra-Queanbeyan,Australia,404559
2011-01-01,Central Coast,Australia,304753
2011-01-01,Darwin,Australia,106255
2011-01-01,Darwin,Australia,120584
2011-01-01,Geelong,Australia,177023
2011-01-01,Geelong,Australia,173454
2011-01-01,Gold Coast-Tweed Heads,Australia,579909
2011-01-01,Gold Coast-Tweed Heads,Australia,557822
2011-01-01,Greater Adelaide,Australia,1262940
2011-01-01,Greater Brisbane,Australia,2146577
2011-01-01,Greater Darwin,Australia,129062
2011-01-01,Greater Hobart,Australia,216276
2011-01-01,Greater Melbourne,Australia,4169103
2011-01-01,Greater Perth,Australia,1832114
2011-01-01,Greater Sydney,Australia,4605992
2011-01-01,Greater Wollongong,Australia,268944
2011-01-01,Hobart,Australia,200501
2011-01-01,Hobart,Australia,211656
2011-01-01,Melbourne,Australia,3847570
2011-01-01,Melbourne,Australia,3999982
2011-01-01,Newcastle,Australia,398770
2011-01-01,Newcastle-Maitland,Australia,413962
2011-01-01,Perth,Australia,1670953
2011-01-01,Perth,Australia,1728866
2011-01-01,Sunshine Coast,Australia,279870
2011-01-01,Sunshine Coast,Australia,270770
2011-01-01,Sydney,Australia,4028524
2011-01-01,Sydney,Australia,4391673
2011-01-01,Toowoomba,Australia,108933
2011-01-01,Toowoomba,Australia,105984
2011-01-01,Townsville,Australia,167847
2011-01-01,Townsville,Australia,162292
2011-01-01,Wollongong,Australia,280705
2010-01-01,Adelaide,Australia,1203186
2010-01-01,Albury-Wodonga,Australia,106052
2010-01-01,Brisbane,Australia,2043185
2010-01-01,Cairns,Australia,150920
2010-01-01,CANBERRA,Australia,358222
2010-01-01,Canberra-Queanbeyan,Australia,410419
2010-01-01,Darwin,Australia,127532
2010-01-01,Geelong,Australia,178650
2010-01-01,Gold Coast-Tweed Heads,Australia,591473
2010-01-01,Greater Wollongong,Australia,292190
2010-01-01,Hobart,Australia,214705
2010-01-01,Launceston,Australia,106153
2010-01-01,Melbourne,Australia,4077036
2010-01-01,Newcastle,Australia,546788
2010-01-01,Perth,Australia,1696065
2010-01-01,Sunshine Coast,Australia,251081
2010-01-01,Sydney,Australia,4575532
2010-01-01,Toowoomba,Australia,131258
2010-01-01,Townsville,Australia,172316
2009-01-01,Adelaide,Australia,1187466
2009-01-01,Albury-Wodonga,Australia,104609
2009-01-01,Brisbane,Australia,2004262
2009-01-01,Cairns,Australia,147118
2009-01-01,CANBERRA,Australia,351868
2009-01-01,Darwin,Australia,124760
2009-01-01,Geelong,Australia,175803
2009-01-01,Gold Coast-Tweed Heads,Australia,577977
2009-01-01,Greater Wollongong,Australia,288984
2009-01-01,Hobart,Australia,212019
2009-01-01,Launceston,Australia,105445
2009-01-01,Melbourne,Australia,3995537
2009-01-01,Newcastle,Australia,540796
2009-01-01,Perth,Australia,1658992
2009-01-01,Sunshine Coast,Australia,245309
2009-01-01,Sydney,Australia,4504469
2009-01-01,Toowoomba,Australia,128600
2009-01-01,Townsville,Australia,168402
2008-01-01,Adelaide,Australia,1172105
2008-01-01,Albury-Wodonga,Australia,102894
2008-01-01,Brisbane,Australia,1945639
2008-01-01,Cairns,Australia,142001
2008-01-01,CANBERRA,Australia,345257
2008-01-01,Darwin,Australia,120652
2008-01-01,Geelong,Australia,172300
2008-01-01,Gold Coast,Australia,493425
2008-01-01,Greater Wollongong,Australia,284169
2008-01-01,Hobart,Australia,209287
2008-01-01,Launceston,Australia,104649
2008-01-01,Melbourne,Australia,3892419
2008-01-01,Newcastle,Australia,531191
2008-01-01,Perth,Australia,1602559
2008-01-01,Sunshine Coast,Australia,237562
2008-01-01,Sydney,Australia,4399722
2008-01-01,Toowoomba,Australia,125339
2008-01-01,Townsville,Australia,162730
2007-01-01,Adelaide,Australia,1158259
2007-01-01,Albury-Wodonga,Australia,101842
2007-01-01,Brisbane,Australia,1857594
2007-01-01,Cairns,Australia,135856
2007-01-01,CANBERRA,Australia,339573
2007-01-01,Darwin,Australia,117395
2007-01-01,Geelong,Australia,169544
2007-01-01,Gold Coast,Australia,583657
2007-01-01,Greater Wollongong,Australia,280159
2007-01-01,Hobart,Australia,207484
2007-01-01,Launceston,Australia,104071
2007-01-01,Melbourne,Australia,3806092
2007-01-01,Newcastle,Australia,523662
2007-01-01,Perth,Australia,1554769
2007-01-01,Sunshine Coast,Australia,230429
2007-01-01,Sydney,Australia,4336374
2007-01-01,Toowoomba,Australia,123406
2007-01-01,Townsville,Australia,157174
2006-01-01,Adelaide,Australia,1040717
2006-01-01,Adelaide,Australia,1105840
2006-01-01,Brisbane,Australia,1676390
2006-01-01,Brisbane,Australia,1763136
2006-01-01,CANBERRA,Australia,322036
2006-01-01,CANBERRA,Australia,323056
2006-01-01,Central Coast,Australia,282725
2006-01-01,Darwin,Australia,105994
2006-01-01,Geelong,Australia,137222
2006-01-01,Gold Coast-Tweed Heads,Australia,402647
2006-01-01,Greater Wollongong,Australia,234482
2006-01-01,Hobart,Australia,128579
2006-01-01,Hobart,Australia,200525
2006-01-01,Melbourne,Australia,3371888
2006-01-01,Melbourne,Australia,3592592
2006-01-01,Newcastle,Australia,288733
2006-01-01,Perth,Australia,1256037
2006-01-01,Perth,Australia,1445078
2006-01-01,Sunshine Coast,Australia,184662
2006-01-01,Sydney,Australia,3641418
2006-01-01,Sydney,Australia,4119189
2006-01-01,Townsville,Australia,128806
2005-01-01,Adelaide,Australia,1129145
2005-01-01,Albury-Wodonga,Australia,100175
2005-01-01,Brisbane,Australia,1790921
2005-01-01,Cairns,Australia,123775
2005-01-01,CANBERRA,Australia,325405
2005-01-01,Darwin,Australia,111179
2005-01-01,Geelong,Australia,165827
2005-01-01,Gold Coast,Australia,540115
2005-01-01,Greater Wollongong,Australia,274838
2005-01-01,Hobart,Australia,203527
2005-01-01,Launceston,Australia,103221
2005-01-01,Melbourne,Australia,3635508
2005-01-01,Newcastle,Australia,508597
2005-01-01,Perth,Australia,1478039
2005-01-01,Sunshine Coast,Australia,215059
2005-01-01,Sydney,Australia,4255954
2005-01-01,Toowoomba,Australia,119486
2005-01-01,Townsville,Australia,149207
2004-01-01,Adelaide,Australia,1123199
2004-01-01,Albury-Wodonga,Australia,101602
2004-01-01,Brisbane,Australia,1777667
2004-01-01,Cairns,Australia,120483
2004-01-01,CANBERRA,Australia,323743
2004-01-01,Darwin,Australia,109432
2004-01-01,Geelong,Australia,164134
2004-01-01,Gold Coast,Australia,470408
2004-01-01,Greater Wollongong,Australia,273870
2004-01-01,Hobart,Australia,202182
2004-01-01,Launceston,Australia,102007
2004-01-01,Melbourne,Australia,3592975
2004-01-01,Newcastle,Australia,504656
2004-01-01,Perth,Australia,1454606
2004-01-01,Sunshine Coast,Australia,207553
2004-01-01,Sydney,Australia,4225088
2004-01-01,Toowoomba,Australia,116266
2004-01-01,Townsville,Australia,144417
2003-01-01,Adelaide,Australia,1119097
2003-01-01,Albury-Wodonga,Australia,100182
2003-01-01,Brisbane,Australia,1735181
2003-01-01,Cairns,Australia,117531
2003-01-01,CANBERRA,Australia,323004
2003-01-01,Darwin,Australia,108039
2003-01-01,Geelong,Australia,162637
2003-01-01,Gold Coast,Australia,456908
2003-01-01,Greater Wollongong,Australia,273234
2003-01-01,Hobart,Australia,199926
2003-01-01,Launceston,Australia,100664
2003-01-01,Melbourne,Australia,3555321
2003-01-01,Newcastle,Australia,501335
2003-01-01,Perth,Australia,1431498
2003-01-01,Sunshine Coast,Australia,200366
2003-01-01,Sydney,Australia,4198543
2003-01-01,Toowoomba,Australia,113815
2003-01-01,Townsville,Australia,140761
2001-01-01,Adelaide,Australia,1066103
2001-01-01,Adelaide,Australia,995955
2001-01-01,Albury-Wodonga,Australia,73468
2001-01-01,Brisbane,Australia,1608820
2001-01-01,Brisbane,Australia,1490475
2001-01-01,Cairns,Australia,16314
2001-01-01,Cairns,Australia,116885
2001-01-01,CANBERRA,Australia,308764
2001-01-01,CANBERRA,Australia,336805
2001-01-01,Central Coast,Australia,254579
2001-01-01,Darwin,Australia,106476
2001-01-01,Darwin,Australia,87662
2001-01-01,Geelong,Australia,129668
2001-01-01,Gold Coast,Australia,441736
2001-01-01,Gold Coast-Tweed Heads,Australia,406619
2001-01-01,Greater Wollongong,Australia,181612
2001-01-01,Greater Wollongong,Australia,227522
2001-01-01,Hobart,Australia,190161
2001-01-01,Hobart,Australia,125162
2001-01-01,Launceston,Australia,417
2001-01-01,Launceston,Australia,57685
2001-01-01,Melbourne,Australia,3338704
2001-01-01,Melbourne,Australia,3132900
2001-01-01,Newcastle,Australia,4738
2001-01-01,Newcastle,Australia,278773
2001-01-01,Perth,Australia,1325392
2001-01-01,Perth,Australia,1162716
2001-01-01,Sunshine Coast,Australia,165089
2001-01-01,Sydney,Australia,3948015
2001-01-01,Sydney,Australia,3455110
2001-01-01,Toowoomba,Australia,13808
2001-01-01,Toowoomba,Australia,91494
2001-01-01,Townsville,Australia,2312
2001-01-01,Townsville,Australia,117990
2013-01-01,Bregenz,Austria,28072
2013-01-01,Eisenstadt,Austria,13351
2013-01-01,Graz,Austria,265778
2013-01-01,Innsbruck,Austria,122458
2013-01-01,Klagenfurt,Austria,95450
2013-01-01,Linz,Austria,191501
2013-01-01,Salzburg,Austria,145871
2013-01-01,Sankt Pölten,Austria,51926
2013-01-01,WIEN,Austria,1741246
2012-01-01,Bregenz,Austria,28007
2012-01-01,Eisenstadt,Austria,13165
2012-01-01,Graz,Austria,265318
2012-01-01,Innsbruck,Austria,121329
2012-01-01,Klagenfurt,Austria,94796
2012-01-01,Linz,Austria,191107
2012-01-01,Salzburg,Austria,148521
2012-01-01,Sankt Pölten,Austria,52048
2012-01-01,WIEN,Austria,1731236
2011-01-01,Bregenz,Austria,27831
2011-01-01,Bregenz,Austria,27784
2011-01-01,Eisenstadt,Austria,13101
2011-01-01,Eisenstadt,Austria,12995
2011-01-01,Graz,Austria,261726
2011-01-01,Graz,Austria,261540
2011-01-01,Innsbruck,Austria,119617
2011-01-01,Innsbruck,Austria,120147
2011-01-01,Klagenfurt,Austria,94483
2011-01-01,Klagenfurt,Austria,94303
2011-01-01,Linz,Austria,189889
2011-01-01,Linz,Austria,189367
2011-01-01,Salzburg,Austria,145270
2011-01-01,Salzburg,Austria,148078
2011-01-01,Sankt Pölten,Austria,51955
2011-01-01,Sankt Pölten,Austria,51956
2011-01-01,WIEN,Austria,1714227
2011-01-01,WIEN,Austria,1714142
2010-01-01,Bregenz,Austria,27456
2010-01-01,Eisenstadt,Austria,12856
2010-01-01,Graz,Austria,257328
2010-01-01,Innsbruck,Austria,119249
2010-01-01,Klagenfurt,Austria,93949
2010-01-01,Linz,Austria,189311
2010-01-01,Salzburg,Austria,147571
2010-01-01,Sankt Pölten,Austria,51688
2010-01-01,WIEN,Austria,1698822
2009-01-01,Bregenz,Austria,27309
2009-01-01,Graz,Austria,253994
2009-01-01,Innsbruck,Austria,118035
2009-01-01,Klagenfurt,Austria,93478
2009-01-01,Linz,Austria,189122
2009-01-01,Salzburg,Austria,147732
2009-01-01,WIEN,Austria,1687271
2008-01-01,Graz,Austria,250653
2008-01-01,Innsbruck,Austria,118362
2008-01-01,Linz,Austria,189069
2008-01-01,Salzburg,Austria,149201
2008-01-01,WIEN,Austria,1677867
2007-01-01,Graz,Austria,247698
2007-01-01,Innsbruck,Austria,117693
2007-01-01,Linz,Austria,188894
2007-01-01,Salzburg,Austria,149018
2007-01-01,WIEN,Austria,1664146
2006-01-01,Graz,Austria,244604
2006-01-01,Innsbruck,Austria,116851
2006-01-01,Klagenfurt,Austria,92160
2006-01-01,Linz,Austria,188362
2006-01-01,Salzburg,Austria,148473
2006-01-01,WIEN,Austria,1651437
2005-01-01,Bregenz,Austria,123902
2005-01-01,Graz,Austria,240278
2005-01-01,Innsbruck,Austria,115498
2005-01-01,Linz,Austria,187112
2005-01-01,Salzburg,Austria,146868
2005-01-01,WIEN,Austria,1626440
2001-01-01,Bregenz,Austria,26752
2001-01-01,Bregenz,Austria,144838
2001-01-01,Graz,Austria,226244
2001-01-01,Graz,Austria,267475
2001-01-01,Innsbruck,Austria,113392
2001-01-01,Innsbruck,Austria,197276
2001-01-01,Klagenfurt,Austria,90141
2001-01-01,Klagenfurt,Austria,102380
2001-01-01,Linz,Austria,183504
2001-01-01,Linz,Austria,239974
2001-01-01,Salzburg,Austria,142662
2001-01-01,Salzburg,Austria,208073
2001-01-01,WIEN,Austria,1550123
2001-01-01,WIEN,Austria,1829876
2012-01-01,BAKU,Azerbaijan,2136595
2012-01-01,Ganja,Azerbaijan,322030
2012-01-01,Sumgayit,Azerbaijan,321957
2010-01-01,BAKU,Azerbaijan,2078485
2010-01-01,Ganja,Azerbaijan,315454
2010-01-01,Sumgayit,Azerbaijan,313290
2009-01-01,BAKU,Azerbaijan,2045815
2009-01-01,BAKU,Azerbaijan,2052322
2009-01-01,Ganja,Azerbaijan,313249
2009-01-01,Ganja,Azerbaijan,313791
2009-01-01,Sumgayit,Azerbaijan,309446
2009-01-01,Sumgayit,Azerbaijan,310346
2008-01-01,BAKU,Azerbaijan,1928965
2008-01-01,Ganja,Azerbaijan,310433
2008-01-01,Sumgayit,Azerbaijan,302395
2007-01-01,BAKU,Azerbaijan,1905156
2007-01-01,Ganja,Azerbaijan,308723
2007-01-01,Sumgayit,Azerbaijan,298216
2004-01-01,BAKU,Azerbaijan,1847500
2004-01-01,Ganja,Azerbaijan,303800
2004-01-01,Sumgayit,Azerbaijan,291600
2003-01-01,BAKU,Azerbaijan,1834300
2003-01-01,Ganja,Azerbaijan,302700
2003-01-01,Sumgayit,Azerbaijan,290200
2009-01-01,NASSAU,Bahamas,244400
2000-01-01,NASSAU,Bahamas,210832
2001-01-01,MANAMA,Bahrain,153395
2001-01-01,Barisal,Bangladesh,192810
2001-01-01,Bogra,Bangladesh,154807
2001-01-01,Brahmanbaria,Bangladesh,129278
2001-01-01,Chittagong,Bangladesh,2023489
2001-01-01,Comilla,Bangladesh,166519
2001-01-01,DHAKA,Bangladesh,5333571
2001-01-01,Dinajpur,Bangladesh,157914
2001-01-01,Gazipur,Bangladesh,122801
2001-01-01,Jamalpur,Bangladesh,120955
2001-01-01,Jessore,Bangladesh,176655
2001-01-01,Kadamrasul,Bangladesh,128561
2001-01-01,Khulna,Bangladesh,770498
2001-01-01,Mymensingh,Bangladesh,227204
2001-01-01,Naogaon,Bangladesh,124046
2001-01-01,Narayanganj,Bangladesh,241393
2001-01-01,Narsingdi,Bangladesh,124204
2001-01-01,Nawabganj,Bangladesh,152223
2001-01-01,Pabna,Bangladesh,116305
2001-01-01,Rajshahi,Bangladesh,388811
2001-01-01,Rangpur,Bangladesh,241310
2001-01-01,Saidpur,Bangladesh,112609
2001-01-01,Sirajganj,Bangladesh,128144
2001-01-01,Tangail,Bangladesh,128785
2001-01-01,Tongi,Bangladesh,283099
1991-01-01,Barisal,Bangladesh,163481
1991-01-01,Chittagong,Bangladesh,1363998
1991-01-01,Comilla,Bangladesh,143282
1991-01-01,DHAKA,Bangladesh,3397187
1991-01-01,Dinajpur,Bangladesh,126189
1991-01-01,Jamalpur,Bangladesh,101242
1991-01-01,Jessore,Bangladesh,160198
1991-01-01,Khulna,Bangladesh,545849
1991-01-01,Mymensingh,Bangladesh,185517
1991-01-01,Narayanganj,Bangladesh,268952
1991-01-01,Nawabganj,Bangladesh,121205
1991-01-01,Pabna,Bangladesh,104479
1991-01-01,Rajshahi,Bangladesh,299671
1991-01-01,Rangpur,Bangladesh,203931
1991-01-01,Saidpur,Bangladesh,102030
1991-01-01,Tangail,Bangladesh,104387
1991-01-01,Tongi,Bangladesh,154175
1980-01-01,BRIDGETOWN,Barbados,7466
2012-01-01,Baranovichi,Belarus,170263
